id,price,manufacturer,model,year,kilometers,fuel_type,kw,condition,trunk_capacity,body_type,seats,color,engine_capacity,drive_type,transmission_type,number_of_gears,km_imputed,metallic
22190079,4350000.0,SKODA,OCTAVIA,2019.42,199000.0,Dízel,85.0,Sérülésmentes,610.0,Kombi,5.0,Unknown,1598.0,Első kerék,Manuális,5.0,0,0
22188842,4350000.0,TOYOTA,COROLLA,2017.58,211432.0,Benzin,97.0,Normál,452.0,Sedan,5.0,Unknown,1598.0,Első kerék,Manuális,6.0,0,0
22186477,4350000.0,NISSAN,QASHQAI,2015.67,180000.0,Dízel,96.0,Megkímélt,439.0,Városi terepjáró (crossover),5.0,Fekete,1598.0,Összkerék,Manuális,6.0,0,0
22182300,4350000.0,KIA,CEE'D,2019.75,88000.0,Benzin,88.0,Normál,625.0,Kombi,5.0,Kék,998.0,Első kerék,Manuális,6.0,0,0
22175294,4350000.0,BMW,4-ES SOROZAT 418,2014.67,300000.0,Dízel,105.0,Megkímélt,480.0,Coupe,5.0,Fekete,1995.0,Hátsó kerék,Manuális,6.0,0,0
22170010,4350000.0,DACIA,DUSTER,2018.58,33578.0,Benzin,84.0,Megkímélt,445.0,Városi terepjáró (crossover),5.0,Unknown,1598.0,Első kerék,Manuális,5.0,0,0
22090520,4350000.0,FORD,FOCUS,2020.83,177355.0,Dízel,88.0,Kitűnő,608.0,Kombi,5.0,Unknown,1499.0,Első kerék,Manuális,6.0,0,0
21771070,4350000.0,MITSUBISHI,SPACE SPACE STAR,2024.17,30231.0,Benzin,52.0,Normál,235.0,Ferdehátú,5.0,Fehér,1193.0,Első kerék,Manuális,5.0,0,0
22193476,4359999.0,BMW,1-ES SOROZAT 116,2015.67,103222.0,Benzin,80.0,Normál,360.0,Ferdehátú,5.0,Unknown,1499.0,Hátsó kerék,Manuális,6.0,0,0
22187961,4360000.0,SKODA,OCTAVIA,2018.25,180000.0,Dízel,85.0,Megkímélt,610.0,Kombi,5.0,Fehér,1598.0,Első kerék,Manuális,5.0,0,1
22193629,4370000.0,RENAULT,KANGOO,2015.25,141200.0,Dízel,55.0,Kitűnő,440.0,Egyterű,5.0,Fehér,1461.0,Első kerék,Manuális,5.0,0,0
22189192,4380000.0,JEEP,CHEROKEE GRAND CHEROKEE,2012.0,250500.0,Dízel,177.0,Kitűnő,782.0,Városi terepjáró (crossover),5.0,Unknown,2987.0,Összkerék,Automata,5.0,0,0
22188654,4380000.0,OPEL,MOKKA X,2018.25,85000.0,Benzin,85.0,Megkímélt,356.0,Városi terepjáró (crossover),5.0,Fehér,1598.0,Első kerék,Manuális,5.0,0,1
22186541,4380000.0,KIA,SPORTAGE,2013.08,180000.0,Dízel,100.0,Normál,564.0,Városi terepjáró (crossover),5.0,Unknown,1995.0,Kapcsolható összkerék,Automata,6.0,0,0
22185579,4380000.0,SUZUKI,IGNIS,2018.83,79500.0,Benzin,66.0,Kitűnő,260.0,Ferdehátú,4.0,Kék,1242.0,Első kerék,Manuális,5.0,0,0
22184710,4380000.0,SKODA,SUPERB,2013.5,133600.0,Dízel,103.0,Normál,565.0,Ferdehátú,5.0,Fehér,1968.0,Első kerék,Manuális,6.0,0,0
22177150,4380000.0,HONDA,CR-V,2012.67,144000.0,Dízel,110.0,Kitűnő,524.0,Városi terepjáró (crossover),5.0,Világosbarna,2199.0,Összkerék,Automata,5.0,0,1
